hype-para-1,hype-para-2,hype-para-3,hype-para-4,hype-para-5,hype-para-6,hype-para-7,hype-para-8,output,source,output-scaled
0.6802939736172952,0.2551046463457628,0.8621879852983879,0.13439582095073133,0.3263292003246011,0.287906870894322,0.4350104839414024,0.3642001263818675,7.433744072022712,file,7.630412529604994
0.604994452514612,0.29221501955932727,0.9084527476191498,0.35550624198849134,0.2016687192685087,0.575338005282615,0.3103109513417007,0.7342813769904157,7.398721101163708,file,7.594462984789172
0.7699165478399272,0.45875908817256894,0.5590004449351031,0.6946044409635028,0.5031990218946366,0.7283463833634245,0.7842535335112031,0.6631310870647315,7.3790829035972365,file,7.574305235569096
0.9086493218407411,0.06224969981914241,0.23825954562267293,0.766603545009941,0.13233596235427003,0.9902438143772585,0.6880678220467985,0.7424959411204977,7.327434575740623,file,7.521290490348924
0.7783454804473839,0.7511456516949558,0.31414220834874496,0.9029857747482919,0.33538165630395655,0.386322669049742,0.7489724863409535,0.9887551042522277,7.310893815253165,file,7.504312124555069
0.586371443677204,0.8807357258320967,0.7450207519799246,0.5460348489242288,0.009648877991745852,0.748991763293703,0.230907069700228,0.09791562279072463,7.299872046566419,file,7.4929987619922835
0.3515119035541264,0.5900649415627213,0.9094363038223953,0.6784083544886467,0.21282565568766132,0.08846038028280967,0.4101529952003363,0.19572429180521933,7.13162396619294,file,7.3202994804289805
0.9859453896331098,0.8730536287240491,0.07039261939150476,0.05358729270021256,0.7341529580878641,0.5202585217083345,0.8110400448115301,0.10336036479406774,7.113457163948368,file,7.3016520540275875
0.1780069588998261,0.5662226539934582,0.994861844649882,0.21032500605287419,0.3201526568994505,0.7079087917386544,0.635384488933402,0.1071316266051805,7.005227361900734,file,7.190558905054512
0.9431850170305945,0.21885061832396924,0.7211840813949316,0.42459707236559296,0.986901999632929,0.5351829837918638,0.7147431768271227,0.9600937201978069,6.887846394035938,file,7.070072485391023
0.7918875083599708,0.5761913364959048,0.694528358625625,0.2834237819617862,0.13675546079122003,0.2791618612905221,0.8427672639356422,0.6253279221470336,6.791985783133633,file,6.971675769087941
0.7359036382606751,0.034611889467043744,0.7280302688140585,0.1474265221762523,0.29574313911127403,0.44511730809321737,0.9751796858332948,0.37433978382753086,6.767962534878629,file,6.947016957497066
0.1761500180844321,0.2939614278857575,0.9756799659722835,0.7939363059928646,0.9234007619715962,0.030842293760606432,0.8032545236530582,0.5958975826419103,6.451943125106222,file,6.622636881916979
0.9645733864975784,0.9739797874919709,0.6637533509433915,0.6622159916285258,0.6731216722333908,0.9052376239539363,0.458874623972506,0.5609175023390677,6.402588414582601,file,6.5719764343785965
0.8988871113809896,0.5236417047300064,0.8767832549791625,0.21869644907543073,0.900260893961298,0.28276624456015786,0.911077910137385,0.4723982183384873,5.841067313187262,file,5.995599630682858
0.9849332023684456,0.699506257510517,0.9988854968558359,0.1801484564734902,0.5801431474590741,0.23108719071812645,0.49082693604016725,0.3136827199071327,5.5921933895401965,file,5.740141454171839
0.2118290554345652,1.1308981352293044,1.013505067709333,0.11704606323903981,1.2731042245098287,1.0496607410368892,1.079473786342904,1.102028385141328,4.383119310090928,week-x,4.499079895465257
0.2118290554345652,1.1308981352293044,1.013505067709333,0.11704606323903981,1.2731042245098287,1.0496607410368892,1.079473786342904,1.102028385141328,2.968743013110418,week-x,3.0472846071833137
0.2118290554345652,1.1308981352293044,1.013505067709333,0.11704606323903981,1.2731042245098287,1.0496607410368892,1.079473786342904,1.102028385141328,1.5543667161299084,week-x,1.5954893189013712
0.2118290554345652,1.1308981352293044,1.013505067709333,0.11704606323903981,1.2731042245098287,1.0496607410368892,1.079473786342904,1.102028385141328,0.1347792667814016,week-x,0.13834501107595285
0.2118290554345652,1.1308981352293044,1.013505067709333,0.11704606323903981,1.2731042245098287,1.0496607410368892,1.079473786342904,1.102028385141328,0.11801823309188872,week-x,0.12114054449296612
0.2118290554345652,1.1308981352293044,1.013505067709333,0.11704606323903981,1.2731042245098287,1.0496607410368892,1.079473786342904,1.102028385141328,0.10296935576324356,week-x,0.10569353138457191
0.2118290554345652,1.1308981352293044,1.013505067709333,0.11704606323903981,1.2731042245098287,1.0496607410368892,1.079473786342904,1.102028385141328,0.08951196547377005,week-x,0.09188010998000065
